WORLD,28/02/2024,Ground Transport,19.7338
WORLD,28/02/2024,Industry,30.9183
WORLD,28/02/2024,International Aviation,1.5908
WORLD,28/02/2024,Power,43.0065
WORLD,28/02/2024,Residential,14.1115
WORLD,01/03/2024,Domestic Aviation,1.02545
WORLD,01/03/2024,Ground Transport,19.3912
WORLD,01/03/2024,Industry,33.0485
WORLD,01/03/2024,International Aviation,1.70756
WORLD,01/03/2024,Power,39.6303
WORLD,01/03/2024,Residential,14.4602
WORLD,02/03/2024,Domestic Aviation,0.939082
WORLD,02/03/2024,Ground Transport,18.1321
WORLD,02/03/2024,Industry,31.1546
WORLD,02/03/2024,International Aviation,1.72287
WORLD,02/03/2024,Power,37.23
WORLD,02/03/2024,Residential,13.545
WORLD,03/03/2024,Domestic Aviation,0.927153
WORLD,03/03/2024,Ground Transport,16.2773
WORLD,03/03/2024,Industry,30.6243
WORLD,03/03/2024,International Aviation,1.74174
WORLD,03/03/2024,Power,36.4964
WORLD,03/03/2024,Residential,12.81
WORLD,04/03/2024,Domestic Aviation,0.969738
WORLD,04/03/2024,Ground Transport,19.2069
WORLD,04/03/2024,Industry,32.4061
WORLD,04/03/2024,International Aviation,1.65815
WORLD,04/03/2024,Power,38.7759
WORLD,04/03/2024,Residential,12.5887
WORLD,05/03/2024,Domestic Aviation,0.954687
WORLD,05/03/2024,Ground Transport,19.7584
WORLD,05/03/2024,Industry,33.6019
WORLD,05/03/2024,International Aviation,1.60674
WORLD,05/03/2024,Power,40.4842
WORLD,05/03/2024,Residential,12.7295
WORLD,06/03/2024,Domestic Aviation,0.959383
WORLD,06/03/2024,Ground Transport,19.8529
WORLD,06/03/2024,Industry,34.1681
WORLD,06/03/2024,International Aviation,1.6261
WORLD,06/03/2024,Power,40.8078
WORLD,06/03/2024,Residential,12.8677
WORLD,07/03/2024,Domestic Aviation,0.984313
WORLD,07/03/2024,Ground Transport,19.8738
WORLD,07/03/2024,Industry,33.4692
WORLD,07/03/2024,International Aviation,1.63144
WORLD,07/03/2024,Power,40.1121
WORLD,07/03/2024,Residential,12.6457
WORLD,08/03/2024,Domestic Aviation,1.0282
WORLD,08/03/2024,Ground Transport,19.2737
WORLD,08/03/2024,Industry,32.8061
WORLD,08/03/2024,International Aviation,1.67002
WORLD,08/03/2024,Power,39.3376
WORLD,08/03/2024,Residential,12.6894
WORLD,09/03/2024,Domestic Aviation,0.924401
WORLD,09/03/2024,Ground Transport,18.0385
WORLD,09/03/2024,Industry,31.638
WORLD,09/03/2024,International Aviation,1.71407
WORLD,09/03/2024,Power,38.3111
WORLD,09/03/2024,Residential,12.5294
WORLD,10/03/2024,Domestic Aviation,0.970778
WORLD,10/03/2024,Ground Transport,16.1864
WORLD,10/03/2024,Industry,31.3752
WORLD,10/03/2024,International Aviation,1.75321
WORLD,10/03/2024,Power,37.355
WORLD,10/03/2024,Residential,12.0253
WORLD,11/03/2024,Domestic Aviation,0.978648
WORLD,11/03/2024,Ground Transport,18.776
WORLD,11/03/2024,Industry,31.9621
WORLD,11/03/2024,International Aviation,1.66917
WORLD,11/03/2024,Power,38.4709
WORLD,11/03/2024,Residential,11.611
WORLD,12/03/2024,Domestic Aviation,0.983679
WORLD,12/03/2024,Ground Transport,19.3464
WORLD,12/03/2024,Industry,32.1982
WORLD,12/03/2024,International Aviation,1.59459
WORLD,12/03/2024,Power,38.6658
WORLD,12/03/2024,Residential,11.2648
WORLD,13/03/2024,Domestic Aviation,0.979124
WORLD,13/03/2024,Ground Transport,19.5604
WORLD,13/03/2024,Industry,32.2843
WORLD,13/03/2024,International Aviation,1.61401
WORLD,13/03/2024,Power,38.7775
WORLD,13/03/2024,Residential,12.7643
WORLD,14/03/2024,Domestic Aviation,0.985115
WORLD,14/03/2024,Ground Transport,19.6544
WORLD,14/03/2024,Industry,32.03
WORLD,14/03/2024,International Aviation,1.65975
WORLD,14/03/2024,Power,38.6238
WORLD,14/03/2024,Residential,12.256
WORLD,15/03/2024,Domestic Aviation,1.0266
WORLD,15/03/2024,Ground Transport,19.2207
WORLD,15/03/2024,Industry,31.0789
WORLD,15/03/2024,International Aviation,1.72173
WORLD,15/03/2024,Power,37.545
WORLD,15/03/2024,Residential,9.85273
WORLD,16/03/2024,Domestic Aviation,0.962709
WORLD,16/03/2024,Ground Transport,17.7367
WORLD,16/03/2024,Industry,30.3697
WORLD,16/03/2024,International Aviation,1.73925
WORLD,16/03/2024,Power,36.626
WORLD,16/03/2024,Residential,9.86129
WORLD,17/03/2024,Domestic Aviation,0.961089
WORLD,17/03/2024,Ground Transport,15.9293
WORLD,17/03/2024,Industry,29.5705
WORLD,17/03/2024,International Aviation,1.74585
WORLD,17/03/2024,Power,35.5204
WORLD,17/03/2024,Residential,10.3755
WORLD,18/03/2024,Domestic Aviation,0.996747
WORLD,18/03/2024,Ground Transport,19.1166
WORLD,18/03/2024,Industry,31.4165
WORLD,18/03/2024,International Aviation,1.67536
WORLD,18/03/2024,Power,37.3213
WORLD,18/03/2024,Residential,10.9502
WORLD,19/03/2024,Domestic Aviation,0.995319
WORLD,19/03/2024,Ground Transport,19.558
WORLD,19/03/2024,Industry,32.022
WORLD,19/03/2024,International Aviation,1.62883
WORLD,19/03/2024,Power,38.3014
WORLD,19/03/2024,Residential,10.8725
WORLD,20/03/2024,Domestic Aviation,0.99742
WORLD,20/03/2024,Ground Transport,19.7006
WORLD,20/03/2024,Industry,32.2618
WORLD,20/03/2024,International Aviation,1.64557
WORLD,20/03/2024,Power,38.348
WORLD,20/03/2024,Residential,10.7015
WORLD,21/03/2024,Domestic Aviation,1.0171
WORLD,21/03/2024,Ground Transport,19.7234
WORLD,21/03/2024,Industry,31.0474
WORLD,21/03/2024,International Aviation,1.68427
WORLD,21/03/2024,Power,37.301
WORLD,21/03/2024,Residential,10.5327
WORLD,22/03/2024,Domestic Aviation,1.04167
WORLD,22/03/2024,Ground Transport,19.3832
WORLD,22/03/2024,Industry,30.8274
WORLD,22/03/2024,International Aviation,1.73629
WORLD,22/03/2024,Power,36.969
WORLD,22/03/2024,Residential,10.198
WORLD,23/03/2024,Domestic Aviation,0.956018
WORLD,23/03/2024,Ground Transport,17.8897
WORLD,23/03/2024,Industry,29.8593
WORLD,23/03/2024,International Aviation,1.76115
WORLD,23/03/2024,Power,36.3537
WORLD,23/03/2024,Residential,10.355
WORLD,24/03/2024,Domestic Aviation,0.963881
WORLD,24/03/2024,Ground Transport,15.5554
WORLD,24/03/2024,Industry,29.1534
WORLD,24/03/2024,International Aviation,1.772
WORLD,24/03/2024,Power,35.3676
WORLD,24/03/2024,Residential,10.7449
WORLD,25/03/2024,Domestic Aviation,0.995604
WORLD,25/03/2024,Ground Transport,18.179
WORLD,25/03/2024,Industry,30.8301
WORLD,25/03/2024,International Aviation,1.68984
WORLD,25/03/2024,Power,36.7796
WORLD,25/03/2024,Residential,10.7398
WORLD,26/03/2024,Domestic Aviation,0.992748
WORLD,26/03/2024,Ground Transport,19.3396
WORLD,26/03/2024,Industry,31.5575
WORLD,26/03/2024,International Aviation,1.66555
WORLD,26/03/2024,Power,37.7564
WORLD,26/03/2024,Residential,10.3595
WORLD,27/03/2024,Domestic Aviation,0.989749
WORLD,27/03/2024,Ground Transport,19.5593
WORLD,27/03/2024,Industry,30.6071
WORLD,27/03/2024,International Aviation,1.68458
WORLD,27/03/2024,Power,36.8391
WORLD,27/03/2024,Residential,9.99633
WORLD,28/03/2024,Domestic Aviation,1.02083
WORLD,28/03/2024,Ground Transport,19.459
WORLD,28/03/2024,Industry,30.2735
WORLD,28/03/2024,International Aviation,1.724
WORLD,28/03/2024,Power,36.7077
WORLD,28/03/2024,Residential,9.55303
WORLD,29/03/2024,Domestic Aviation,1.05003
WORLD,29/03/2024,Ground Transport,17.7237
WORLD,29/03/2024,Industry,28.6285
WORLD,29/03/2024,International Aviation,1.75189
WORLD,29/03/2024,Power,34.8906
WORLD,29/03/2024,Residential,8.96901
WORLD,30/03/2024,Domestic Aviation,0.963042
WORLD,30/03/2024,Ground Transport,17.0883
WORLD,30/03/2024,Industry,28.0749
WORLD,30/03/2024,International Aviation,1.76325
WORLD,30/03/2024,Power,33.992
WORLD,30/03/2024,Residential,8.53626
WORLD,31/03/2024,Domestic Aviation,0.95766
WORLD,31/03/2024,Ground Transport,14.7427
WORLD,31/03/2024,Industry,28.1294
WORLD,31/03/2024,International Aviation,1.80925
WORLD,31/03/2024,Power,33.8989
WORLD,31/03/2024,Residential,8.21288
WORLD,01/04/2024,Domestic Aviation,0.992574
WORLD,01/04/2024,Ground Transport,17.7196
WORLD,01/04/2024,Industry,29.6999
WORLD,01/04/2024,International Aviation,1.73746
WORLD,01/04/2024,Power,34.2242
WORLD,01/04/2024,Residential,8.50236
WORLD,02/04/2024,Domestic Aviation,0.98763
WORLD,02/04/2024,Ground Transport,19.5096
WORLD,02/04/2024,Industry,30.8921
WORLD,02/04/2024,International Aviation,1.72108
WORLD,02/04/2024,Power,35.6583
WORLD,02/04/2024,Residential,8.574
WORLD,03/04/2024,Domestic Aviation,0.979017
WORLD,03/04/2024,Ground Transport,19.6108
WORLD,03/04/2024,Industry,31.7904
WORLD,03/04/2024,International Aviation,1.74358
WORLD,03/04/2024,Power,36.5639
WORLD,03/04/2024,Residential,8.90964
WORLD,04/04/2024,Domestic Aviation,0.993609
WORLD,04/04/2024,Ground Transport,19.6609
WORLD,04/04/2024,Industry,31.4239
WORLD,04/04/2024,International Aviation,1.7488
WORLD,04/04/2024,Power,36.0982
WORLD,04/04/2024,Residential,8.97734
WORLD,05/04/2024,Domestic Aviation,1.00842
WORLD,05/04/2024,Ground Transport,19.3218
WORLD,05/04/2024,Industry,31.0579
WORLD,05/04/2024,International Aviation,1.78869
WORLD,05/04/2024,Power,36.0812
WORLD,05/04/2024,Residential,8.53663
WORLD,06/04/2024,Domestic Aviation,0.978046
WORLD,06/04/2024,Ground Transport,18.0071
WORLD,06/04/2024,Industry,30.2833
WORLD,06/04/2024,International Aviation,1.81113
WORLD,06/04/2024,Power,35.2377
WORLD,06/04/2024,Residential,7.98339
WORLD,07/04/2024,Domestic Aviation,0.971855
WORLD,07/04/2024,Ground Transport,15.9667
WORLD,07/04/2024,Industry,29.5851
WORLD,07/04/2024,International Aviation,1.81203
WORLD,07/04/2024,Power,34.3073
WORLD,07/04/2024,Residential,7.69699
WORLD,08/04/2024,Domestic Aviation,1.00419
WORLD,08/04/2024,Ground Transport,18.7396
WORLD,08/04/2024,Industry,31.5853
WORLD,08/04/2024,International Aviation,1.76026
WORLD,08/04/2024,Power,36.128
WORLD,08/04/2024,Residential,7.48498
WORLD,09/04/2024,Domestic Aviation,1.00708
WORLD,09/04/2024,Ground Transport,19.2678
WORLD,09/04/2024,Industry,31.2154
WORLD,09/04/2024,International Aviation,1.74495
WORLD,09/04/2024,Power,36.0738
WORLD,09/04/2024,Residential,7.8127
WORLD,10/04/2024,Domestic Aviation,0.990633
WORLD,10/04/2024,Ground Transport,19.374
WORLD,10/04/2024,Industry,31.2444
WORLD,10/04/2024,International Aviation,1.74676
WORLD,10/04/2024,Power,35.8869
WORLD,10/04/2024,Residential,8.02702
WORLD,11/04/2024,Domestic Aviation,1.00466
WORLD,11/04/2024,Ground Transport,19.1606
